snapshot_id,step,time_s,particle_id,species_id,x_m,y_m,z_m,qw,qx,qy,qz
snapshot-000000,0,0.0,33,artificial_alpha,0.01065836741096971,0.004664479815996255,0.006812431073737754,0.5069558810146436,0.827059791366516,-0.16062849063139895,-0.18211623817474423
snapshot-000000,0,0.0,34,artificial_alpha,0.007115162821373518,0.010903041369724855,0.002783392823064496,0.7887851031693978,-0.23809872035080648,-0.5558277060101824,0.11037491389264746
snapshot-000000,0,0.0,35,artificial_alpha,0.013531824085536909,0.008898191666807472,0.008448725657828081,0.37756686454696187,0.8844202601475198,0.11644788810856588,0.24836254869006436
snapshot-000000,0,0.0,36,artificial_alpha,0.006422792274758588,0.0037202302069992256,0.010145125687713011,-0.7791315368317506,0.459058113586943,-0.2551428868757636,-0.342230629752647
snapshot-000000,0,0.0,37,artificial_alpha,0.027925408607574483,0.0024504081083172764,0.004362126351825127,0.26394717174441024,-0.4150762226850345,-0.6271304955431047,-0.6039461577404978
snapshot-000000,0,0.0,38,artificial_alpha,0.003803899679378161,0.00805585101408436,0.009035464811808065,-0.3726031070947382,-0.1322685124615419,0.9131119128704553,-0.09949170703438616
snapshot-000000,0,0.0,39,artificial_alpha,0.021155212366539198,0.014664113407674978,0.01413085592723301,-0.5104742963330925,0.3783336885459774,0.03597131943691813,-0.7713531467961979
snapshot-000000,0,0.0,40,artificial_alpha,0.015900627580229972,0.014666584359215007,0.009148801358158348,0.18568613450868443,0.4520597770999816,0.47459914332614656,-0.7320643896090191
snapshot-000000,0,0.0,41,artificial_alpha,0.021337544831672946,0.0010566802805686514,0.0035174279048456863,0.3398960298456115,-0.12057057724950715,0.09304747484150877,-0.9280493479457496
snapshot-000000,0,0.0,42,artificial_alpha,0.005818773636642307,0.0086348270501294,0.003233181548368097,0.1623177722242092,-0.6118863240318704,0.5789586802159559,-0.5138627383704069
snapshot-000000,0,0.0,43,artificial_alpha,0.008746123289273799,0.012923677110993547,0.012182281892031802,-0.5194211949125566,0.8116260262403815,0.01294675288268423,-0.26701535048505015
snapshot-000000,0,0.0,44,artificial_alpha,0.0020142485894334454,0.011805489793121902,0.009806777622517695,-0.7237560020230346,-0.2254525963799493,0.43773508237540704,-0.4834628982444965
snapshot-000000,0,0.0,45,artificial_alpha,0.021241700575953877,0.014325992330558259,0.007210743780008297,-0.05147408041570131,-0.8373536416589973,-0.13632745364042015,0.5268815077697194
snapshot-000000,0,0.0,46,artificial_alpha,0.021259578939450147,0.013736378208993797,0.0027962918612322307,0.6244128858830756,0.22828585981982688,0.4961185562824781,-0.5584447083299127
snapshot-000000,0,0.0,47,artificial_alpha,0.028284806116141297,0.011164940926670617,0.011443983221310627,0.47159590326728035,-0.8398469410171786,0.24078072278143856,-0.11949503430040116
snapshot-000000,0,0.0,48,artificial_alpha,0.02013005901268286,0.005220419244388143,0.01360437842297485,-0.36921211909695634,0.3235146619440384,0.7014914294931851,0.5166531224784936
snapshot-000000,0,0.0,49,artificial_alpha,0.0194406092935549,0.00787496425458501,0.012508629096651264,0.17972332672578248,0.10662339029401693,-0.3439462456872068,0.9154408547527816
snapshot-000000,0,0.0,50,artificial_alpha,0.024448908674222343,0.001032285980340282,0.010409174420876228,-0.9317205923542963,0.08369248267455082,-0.3530733627094664,0.015215343300731456
snapshot-000000,0,0.0,51,artificial_alpha,0.024230458158899643,0.0049029252785485235,0.007826870161728774,0.009186404063060996,0.77336245225351,0.1782226648096184,0.6083278796611138
snapshot-000000,0,0.0,52,artificial_alpha,0.010793694240841202,0.013807701892976887,0.002106642231926642,0.441494553039388,-0.30490058977805673,-0.6903102187536736,0.48537613442957783
snapshot-000000,0,0.0,53,artificial_alpha,0.0039431058942716694,0.011054419478164169,0.009268370290722517,0.8741718294401154,-0.38665290932164276,0.21193043936421718,-0.2034911034844556
snapshot-000000,0,0.0,54,artificial_alpha,0.026264805281734922,0.00800683596597138,0.010292049182476684,-0.08892392864169056,0.9348723909942367,-0.13502458653364524,0.3160292842492054
snapshot-000000,0,0.0,55,artificial_alpha,0.008028396660876583,0.01307099858093595,0.007780598225822119,-0.3384181841281491,-0.17839027860238985,0.9158335341616266,0.12206137331929767
snapshot-000000,0,0.0,56,artificial_alpha,0.0026321194920176038,0.002689767721841121,0.009203542675525301,-0.6778036207620914,0.48762036969521594,0.5463018167818622,0.06605264355751955
snapshot-000000,0,0.0,57,artificial_alpha,0.021906708718074534,0.005565992393343343,0.009357725042500844,-0.7720460126550078,0.5042972596353473,0.011437087389099732,0.3866502570797504
snapshot-000000,0,0.0,58,artificial_alpha,0.010917471996717653,0.010682762227078394,0.007974527470297412,-0.9339141145938905,0.014940942631454434,-0.28213167545218726,-0.2190500228307107
snapshot-000000,0,0.0,59,artificial_alpha,0.007886614095628106,0.006223707638795765,0.006917052471694151,-0.4303875210727212,0.0830067174949355,0.5818586820339032,0.6850671067109871
snapshot-000000,0,0.0,60,artificial_alpha,0.014559540198059663,0.0126188961754958,0.013703154552939913,-0.5155447008953192,0.7668344053273819,0.10526067578129376,-0.3675579496066191
snapshot-000000,0,0.0,61,artificial_alpha,0.006657860255194491,0.0108218657595565,0.0036241494363862107,-0.24114608371641894,0.8677397510039295,-0.10127040620465737,-0.42263529864768273
snapshot-000000,0,0.0,62,artificial_alpha,0.010125595647147488,0.0014908990532640338,0.015083357459493907,-0.7894257344698049,0.41583977185951726,-0.06466851228743299,0.4468806075622037
snapshot-000000,0,0.0,63,artificial_alpha,0.016020741424401398,0.011831823000569692,0.003645914824885628,-0.12088384517652502,-0.08058488307975671,-0.4827994131609917,-0.863595912013114
snapshot-000000,0,0.0,64,artificial_alpha,0.005178124555312956,0.013456437288634885,0.014246111400108017,-0.5143463715266716,-0.7744047097642479,0.08026181076646814,-0.3595875377773625
snapshot-000000,0,0.0,65,artificial_beta,0.01978317074758586,0.005111227206920138,0.012411160727032113,0.09148987805675328,0.5102962217290228,-0.8189194325293693,0.24616728322021234
snapshot-000000,0,0.0,66,artificial_beta,0.02201512176263936,0.004486339646646228,0.007466625981300562,-0.46050564500361785,-0.8114420232124008,0.06184378850368468,-0.3545021011338002
snapshot-000000,0,0.0,67,artificial_beta,0.01528187258859932,0.007601139678414947,0.013205646492664173,-0.24447081446687224,-0.5594089486332136,-0.18672614484151787,-0.7696940924130906
snapshot-000000,0,0.0,68,artificial_beta,0.027564347276194848,0.009116403795092012,0.013166264669240688,0.10427230328382102,-0.6701979222651829,-0.7257373101757802,-0.11518414985640187
snapshot-000000,0,0.0,69,artificial_beta,0.012006773004435244,0.014265714796597148,0.0032351777507040485,-0.3068895893235583,-0.7049965359337289,-0.17455700258442924,-0.6150841545146485
snapshot-000000,0,0.0,70,artificial_beta,0.022058022192646708,0.0044146750196997495,0.002311510079084143,-0.24795340862165366,-0.8801101389706751,0.2551741988457016,-0.31434277258651416
snapshot-000000,0,0.0,71,artificial_beta,0.025046548199175237,0.011642084472754884,0.00998055327164664,0.13221041035080944,-0.46780532633364963,-0.23904258919560473,0.8405576866577331
snapshot-000000,0,0.0,72,artificial_beta,0.02687020760748515,0.003611288425169482,0.012018197220583955,-0.006358897800553322,-0.9726739174096138,-0.02436941364746538,-0.23080542993672556
snapshot-000000,0,0.0,73,artificial_beta,0.02867788260464264,0.001022709081116196,0.002487159714819875,0.018548521765280445,-0.38651981175846295,0.28077208883886534,0.8783082725259883
snapshot-000000,0,0.0,74,artificial_beta,0.005231358510912395,0.00589837407784884,0.0020983102177850837,0.44310989759245634,-0.51978229107661,-0.6077571742585589,0.40510641278064813
snapshot-000000,0,0.0,75,artificial_beta,0.00946252671585005,0.004860283642351462,0.00424422196685741,0.2700939349559976,-0.5377630895995115,0.3657095358963088,0.7100117330853624
snapshot-000000,0,0.0,76,artificial_beta,0.008574856725530766,0.012913758569563467,0.005909917339749906,-0.39062739632300114,0.20714474139912561,-0.5176527759620213,0.7324867895678501
snapshot-000000,0,0.0,77,artificial_beta,0.025306771709755458,0.011322088619578757,0.004932458844480273,0.4648337438480536,0.8197010621041116,0.06903037384336305,0.3274974302992908
snapshot-000000,0,0.0,78,artificial_beta,0.005570644198567312,0.014269228761286905,0.0011286367697389487,-0.5357341208279872,0.13876594617100557,0.5881448181116707,-0.58976150848654
snapshot-000000,0,0.0,79,artificial_beta,0.021657353958192942,0.01146685865980859,0.0105249924078505,-0.20013739832381064,-0.12851286197318593,0.5860149355393863,0.774606972228114
snapshot-000000,0,0.0,80,artificial_beta,0.01300946191457539,0.01383588732270558,0.003946718167394559,-0.29782318519604445,0.01407368733460172,0.954237585959576,0.023106519134899067
snapshot-000000,0,0.0,81,artificial_beta,0.02488307488411175,0.015151163355931141,0.006205562967919404,-0.21435031525482057,-0.6903911469380977,-0.6105702127126292,0.3234470929343961
snapshot-000000,0,0.0,82,artificial_beta,0.015131104784766829,0.001295668536310457,0.007795575688278214,-0.22362633664482126,0.007350650034360848,-0.43332709181059265,0.8730205387079183
snapshot-000000,0,0.0,83,artificial_beta,0.010638835295674236,0.01460362049712457,0.014006629374840639,0.6014905595235387,-0.09332011948346618,0.2778895929377231,0.743153978823069
snapshot-000000,0,0.0,84,artificial_beta,0.009465011376003007,0.002680801477620567,0.0013243958939809183,-0.5606169485558498,-0.5942153696946796,-0.5643328845581149,0.11893328725323558
snapshot-000000,0,0.0,85,artificial_beta,0.026328987050147638,0.007470544872881919,0.0008292105404345902,0.6358798283144553,0.13103439620100324,0.36301759990075966,-0.668359972707305
snapshot-000000,0,0.0,86,artificial_beta,0.027657099387562906,0.01483703370877127,0.007643749416388903,-0.3900871531013822,0.49309081851033176,-0.3327729582753013,-0.7028197606262749
snapshot-000000,0,0.0,87,artificial_beta,0.008633959025472426,0.01229091843650875,0.010482911798328973,-0.62850789015832,0.6122396484560125,0.4063268739191472,0.2550272855956575
snapshot-000000,0,0.0,88,artificial_beta,0.008519191211274701,0.0018807482261030926,0.0017718629185832766,0.48699825314318335,0.7697735554681672,-0.363229054023954,0.1958214213262893
snapshot-000000,0,0.0,89,artificial_beta,0.028044752837410484,0.0031460862941505726,0.004638301412738124,0.25593087156762895,0.260903160934162,0.49579119943963673,0.7877943996699919
snapshot-000000,0,0.0,90,artificial_beta,0.0038252153372546798,0.012236092148831089,0.004070459414069773,0.3731437249425276,0.25998189760367807,0.6045471184497664,-0.653984674918679
snapshot-000000,0,0.0,91,artificial_beta,0.006097952574074087,0.010253255900847998,0.006290288192955595,-0.6410930783300155,-0.04791518277356544,-0.7289373365366408,0.23527464712541482
snapshot-000000,0,0.0,92,artificial_beta,0.00937106110218479,0.0020942519578376357,0.012964682242879893,0.33330334524347405,0.1763395144261674,0.18735095525497727,0.9070352117015638
snapshot-000000,0,0.0,93,artificial_beta,0.02744197082554025,0.013391621027890517,0.007938229176036952,-0.21796114279185266,0.9720197375407089,0.06896273021925765,0.05398807187580195
snapshot-000000,0,0.0,94,artificial_beta,0.020847929306586018,0.0035091448890856806,0.011791741130701871,0.49600728970892766,0.4403099757648752,0.7393762979891416,0.11587313653048012
snapshot-000000,0,0.0,95,artificial_beta,0.019927362774745286,0.010033625733409537,0.013722974816923379,0.11285863867681935,0.783495009952261,0.39326448744461284,-0.4676981291077049
snapshot-000000,0,0.0,96,artificial_beta,0.025872064588020622,0.0012477374157630983,0.01196130908541641,0.7615144831288955,0.5997648405730138,-0.22754962851320867,-0.09273076383196384
snapshot-000000,0,0.0,97,artificial_beta,0.01928943588299442,0.0021408068581638497,0.005559263037264568,0.08613974536817322,-0.8842866035212268,-0.4463716243400211,-0.10662795170521729
snapshot-000000,0,0.0,98,artificial_beta,0.022875395613036753,0.004037401924142322,0.0022484838433089855,-0.8987641362561932,0.16981548754319928,0.20948955424425691,-0.34568750951208443
snapshot-000000,0,0.0,99,artificial_beta,0.027387334185899687,0.013876904040436242,0.008024273614926988,0.2187748176009613,-0.5773513416144269,0.5168248362266082,-0.5930388656563979
snapshot-000000,0,0.0,100,artificial_beta,0.01319423606882644,0.01097510149545438,0.004840682534209493,-0.017638725086337466,0.1342692109778532,0.15850963243138397,0.97802625260633
snapshot-000000,0,0.0,101,artificial_beta,0.015963676917403604,0.014611970319608349,0.012559286408494068,-0.5078585177380655,-0.33696464006331184,0.4026029267869293,0.6829681110055551
snapshot-000000,0,0.0,102,artificial_beta,0.018673614378790317,0.003165858198382236,0.0009330978177006531,-0.3414448259828468,0.6432081332621303,-0.3999742033658556,0.556524361332762
snapshot-000000,0,0.0,103,artificial_beta,0.023177605864671876,0.013860232679154509,0.0008081682125580824,0.8111588592387814,-0.1410534111745716,-0.5641235719379558,0.06236854863164704
snapshot-000000,0,0.0,104,artificial_beta,0.015636695113944006,0.0053976546641767605,0.009084040831328891,0.19117874560669712,0.8928377760680674,0.20059505914746345,0.355039455694298
snapshot-000000,0,0.0,105,artificial_beta,0.007637898936303609,0.009170335557206371,0.013618333270620928,0.4167661315905218,-0.6092487398069302,-0.23050610703473265,-0.6340259452281365
snapshot-000000,0,0.0,106,artificial_beta,0.018705149157499094,0.0021045801006181505,0.001529806833105471,0.3291005252920144,0.9413351102214895,0.05451945555154775,0.05107527271762322
snapshot-000000,0,0.0,107,artificial_beta,0.023488660214929315,0.008462953294985157,0.010221396117438828,0.24707416502638793,0.9159203042125083,-0.11227695992302159,0.2956995731789682
snapshot-000000,0,0.0,108,artificial_beta,0.0037196803611244614,0.006510519564109681,0.010407883559163545,0.1624408717809056,-0.4199689820723602,-0.8845334394865683,-0.12181794491053724
snapshot-000000,0,0.0,109,artificial_beta,0.014657595535236526,0.010509115590545511,0.01191566358305995,-0.8061844958284442,-0.10381313084855785,0.5420499947149044,0.21323976125204663
snapshot-000000,0,0.0,110,artificial_beta,0.016378959554297252,0.01093419085369077,0.009039978170077253,0.6440321414151672,0.7196523598959094,0.24941425314369137,-0.0715235069695098
snapshot-000000,0,0.0,111,artificial_beta,0.013082798637951677,0.004138793888142417,0.007932329462867383,0.7914612980248031,-0.31899080465161234,-0.5071007848203852,0.12117208552781557
snapshot-000000,0,0.0,112,artificial_beta,0.023899366014061105,0.009990530070870076,0.0122894142414662,-0.05230151371306968,0.9707220813858054,0.15951516211383154,-0.17180833923046174
snapshot-000000,0,0.0,113,artificial_beta,0.0084401682286623,0.011597690203091034,0.0009515982590455734,-0.15329597707013776,0.7916464885235872,0.4468695947856468,-0.38743224682323185
snapshot-000000,0,0.0,114,artificial_beta,0.025686686920928153,0.003372091024854769,0.004496018424790378,-0.5718245027097424,-0.05362871709937352,-0.2140319790691547,0.7901461958009874
snapshot-000000,0,0.0,115,artificial_beta,0.028910416725927462,0.014209435934396464,0.010960903815262348,0.45518702049442517,0.6175201886824905,0.4216292163684986,-0.48342775763027424
snapshot-000000,0,0.0,116,artificial_beta,0.010867811528663871,0.006870377627527923,0.004771773676167744,-0.61100732015173,-0.2614700226216923,0.3734229646880672,-0.6471929939629968
snapshot-000000,0,0.0,117,artificial_beta,0.018704008931772896,0.010316725118542444,0.012818106789688356,-0.049814730190723244,0.8478003789954353,-0.1722590068239886,0.49907899635151454
snapshot-000000,0,0.0,118,artificial_beta,0.002010442560167758,0.00560260351827432,0.01430146190736548,0.2091400728691533,0.7899003414827104,0.5378972397758502,0.20732689137520066
snapshot-000000,0,0.0,119,artificial_beta,0.004253528377051337,0.0043502366959467355,0.01364603629383284,0.7766632204395084,0.12359722236671422,0.5854023323321375,0.1970331899448887
snapshot-000000,0,0.0,120,artificial_beta,0.017504735129021384,0.014271556044098398,0.011576321673934478,-0.3896454660723254,-0.4741532367895654,0.7569577622713581,0.22443276264484466
snapshot-000000,0,0.0,121,artificial_beta,0.02092518814234479,0.0022198659284619394,0.010714300236553703,-0.3220513341730387,-0.6050590221553189,0.016620595717432664,0.7279493620189613
snapshot-000000,0,0.0,122,artificial_beta,0.015906090243727734,0.010062905103099769,0.01151298129148662,-0.5716822877127583,-0.7127715378752321,0.3318635077710798,-0.23452656335766797
snapshot-000000,0,0.0,123,artificial_beta,0.004489654041070148,0.01354537956139434,0.01395413254400684,-0.4501481099008698,0.6547937341056529,0.22174698824553823,-0.5651903379682665
snapshot-000000,0,0.0,124,artificial_beta,0.01703982087480288,0.005539975826894967,0.015114134437777094,-0.012329328158849661,0.7823464628800928,0.3928572069235153,0.4831616858303371
snapshot-000000,0,0.0,125,artificial_beta,0.011421609685761117,0.013463544212134975,0.007405004592915722,0.18186716765023214,0.5889059088537996,0.18127513875867587,0.7663246622130763
snapshot-000000,0,0.0,126,artificial_beta,0.00876215329554291,0.0034191302762949676,0.013852552659178589,0.05549727143545538,0.04412684867475646,-0.9421801152788901,0.32752023519518897
snapshot-000000,0,0.0,127,artificial_beta,0.012610019592517202,0.014512369689880848,0.011459633457148203,-0.8367455557547888,0.22956485437271335,-0.0962003481813809,0.4877523404056876
snapshot-000000,0,0.0,128,artificial_beta,0.010034977783079477,0.00134745235260673,0.0035111738338771056,-0.35050747521344705,0.10198812062561258,-0.7085139996869994,-0.6039460615967961
snapshot-000010,10,0.9999999999999999,1,artificial_alpha,0.02587249065840447,0.011599017872358973,0.004855894864457367,0.3419662378782422,-0.4824164859341875,0.8001292684649758,0.10063090974454333
snapshot-000010,10,0.9999999999999999,2,artificial_alpha,0.020057254001946495,0.005587260980806526,0.012906850683849289,0.34757673330097694,0.16476134503619638,0.5706265596196409,0.7255545762424337
snapshot-000010,10,0.9999999999999999,3,artificial_alpha,0.005791274367553604,0.012159941421666086,0.007731257970056907,-0.10144584013602595,-0.2351546297908875,-0.20692620793161773,0.9442418048773563
snapshot-000010,10,0.9999999999999999,4,artificial_alpha,0.005843452578705362,0.007945044640755235,0.011726465820621493,0.20066408186714713,-0.12948135634458952,-0.8365015351170124,0.4931872731067398
snapshot-000010,10,0.9999999999999999,5,artificial_alpha,0.02424577751776994,0.014567366153482558,0.013254535424492184,0.5808513733259483,0.7338611153395499,-0.30167167017833224,0.1818069000609361
snapshot-000010,10,0.9999999999999999,6,artificial_alpha,0.013640028868439012,0.006095745744104441,0.007521089514214196,0.39244676706382775,-0.4698729565804677,0.4619471860646697,-0.641724034910968
snapshot-000010,10,0.9999999999999999,7,artificial_alpha,0.010414896986934099,0.01112256417552231,0.012103157468158298,0.6592147530891167,0.7499032400697453,-0.03258177932609474,0.04493848571657573
snapshot-000010,10,0.9999999999999999,8,artificial_alpha,0.0061295923141590465,0.0034119529410476575,0.004998551690332928,-0.09624049548591357,-0.52555936553303,-0.8308940242695878,0.15537129967350669
snapshot-000010,10,0.9999999999999999,9,artificial_alpha,0.011524325236139455,0.007096577042081661,0.008852545181491304,0.0469066654162858,-0.9520660475753456,-0.2652123550443601,0.14502555818064894
snapshot-000010,10,0.9999999999999999,10,artificial_alpha,0.023547632968298166,0.001030317566888594,0.012163971975270324,-0.7859226639568357,0.22045339228293998,0.5463951893021033,0.18755843147524293
snapshot-000010,10,0.9999999999999999,11,artificial_alpha,0.02238065284730404,0.008290346416578226,0.009656876331276796,-0.08002613642444517,-0.5901016622611861,0.5598952557880303,-0.5761016821982187
snapshot-000010,10,0.9999999999999999,12,artificial_alpha,0.015068760433524842,0.014035952706036255,0.009614630482770047,0.29598982120856376,0.3004149957234341,-0.8968129194898474,-0.1336691569566744
snapshot-000010,10,0.9999999999999999,13,artificial_alpha,0.02041406081970145,0.0023416363204949425,0.01209555098413116,-0.23481260928404757,0.1466839135698359,-0.4101596010728556,0.868974090332278
snapshot-000010,10,0.9999999999999999,14,artificial_alpha,0.006772266181087105,0.001038744175476116,0.0065355870714773195,0.2055383662482589,0.5290759529534695,-0.11944293984773989,0.8145956052710475
snapshot-000010,10,0.9999999999999999,15,artificial_alpha,0.013163646644402874,0.009804738114539423,0.008358067864472322,0.15083352697805955,0.4508089555253517,-0.543786405074861,-0.6916045679528584
snapshot-000010,10,0.9999999999999999,16,artificial_alpha,0.022340418516232592,0.00877481444495293,0.014772876372534285,-0.019133503430076543,0.31107528426476305,-0.16749704465864443,-0.9353132184443392
snapshot-000010,10,0.9999999999999999,17,artificial_alpha,0.011799145256191792,0.01424764012893757,0.010696145309763212,0.25401358839252625,-0.3680080659772935,-0.7000120935399148,0.5568035822311761
snapshot-000010,10,0.9999999999999999,18,artificial_alpha,0.0163974358018276,0.007223646619645041,0.011120385249737024,-0.7336506288126216,-0.030222805274348546,0.25750852406636143,-0.6281183781082657
snapshot-000010,10,0.9999999999999999,19,artificial_alpha,0.0197771579843229,0.008994991173840509,0.009246048956694626,0.6811989461345279,0.08743578588478748,0.1859791504670013,0.7026626037605037
snapshot-000010,10,0.9999999999999999,20,artificial_alpha,0.02018739625252724,0.01480588053110861,0.011215441261824468,-0.3592792881473186,0.6595376988622371,-0.24175797154982498,0.6143952311663683
snapshot-000010,10,0.9999999999999999,21,artificial_alpha,0.015246014882925159,0.007900789979571797,0.008403952961893073,0.36314270526558795,0.09422892012778389,0.22498192275201198,-0.8992393567114098
snapshot-000010,10,0.9999999999999999,22,artificial_alpha,0.004306167352082756,0.015014593361341009,0.011942507599392355,-0.8103169824524015,0.02266092507202238,-0.09549478791618761,-0.5777141299163083
snapshot-000010,10,0.9999999999999999,23,artificial_alpha,0.021508644747963768,0.003982994386488679,0.005476440526000234,0.6879849641977833,0.07642748733713177,-0.7080882518880701,0.13945090804725743
snapshot-000010,10,0.9999999999999999,24,artificial_alpha,0.028466703721246274,0.0066319331674216005,0.014305332606129881,-0.041424627815272314,-0.05700154971142071,0.6486059792185055,0.7578555978963711
snapshot-000010,10,0.9999999999999999,26,artificial_alpha,0.01836918491243493,0.009156557074411372,0.006270741923164247,0.7880140600473808,0.3111846990560058,-0.47866237887856,-0.2303915173945948
snapshot-000010,10,0.9999999999999999,27,artificial_alpha,0.02476030710162845,0.008512992789105686,0.0021015288939108933,0.26373158191652585,0.27536989965186043,0.8852358286182177,0.26641058311589016
snapshot-000010,10,0.9999999999999999,28,artificial_alpha,0.022643389320892215,0.011689974474162505,0.008451348537912275,-0.8186520798555953,0.21314841594707615,-0.25343932618654,0.46919615606851794
