i,j,k,x_center_m,y_center_m,z_center_m,temperature_k
11,11,4,0.0105,0.0105,0.0035,304.76797842099637
12,11,4,0.0115,0.0105,0.0035,302.98903426991944
13,11,4,0.0125,0.0105,0.0035,301.77623373014785
14,11,4,0.0135,0.0105,0.0035,301.0003489895519
15,11,4,0.0145,0.0105,0.0035,300.53393558679886
16,11,4,0.0155,0.0105,0.0035,300.2701382700273
17,11,4,0.0165,0.0105,0.0035,300.12958910610485
18,11,4,0.0175,0.0105,0.0035,300.05896540114594
19,11,4,0.0185,0.0105,0.0035,300.0254599618702
20,11,4,0.0195,0.0105,0.0035,300.0104363844348
21,11,4,0.0205,0.0105,0.0035,300.00406332724555
22,11,4,0.021500000000000002,0.0105,0.0035,300.0015033578686
23,11,4,0.0225,0.0105,0.0035,300.0005288088467
24,11,4,0.0235,0.0105,0.0035,300.0001769260823
25,11,4,0.0245,0.0105,0.0035,300.0000563293086
26,11,4,0.025500000000000002,0.0105,0.0035,300.0000170729497
27,11,4,0.0265,0.0105,0.0035,300.0000049281566
28,11,4,0.0275,0.0105,0.0035,300.0000013552498
29,11,4,0.0285,0.0105,0.0035,300.0000003551865
30,11,4,0.029500000000000002,0.0105,0.0035,300.000000088743
31,11,4,0.0305,0.0105,0.0035,300.0000000211691
32,11,4,0.0315,0.0105,0.0035,300.00000000514916
1,12,4,0.0005,0.0115,0.0035,338.290345572996
2,12,4,0.0015,0.0115,0.0035,336.59053496670737
3,12,4,0.0025,0.0115,0.0035,334.1427653210197
4,12,4,0.0035,0.0115,0.0035,330.93738230745004
5,12,4,0.0045000000000000005,0.0115,0.0035,327.0805590445555
6,12,4,0.0055,0.0115,0.0035,322.7924377816493
7,12,4,0.006500000000000001,0.0115,0.0035,318.37191996783724
8,12,4,0.0075,0.0115,0.0035,314.1365969676238
9,12,4,0.0085,0.0115,0.0035,310.357884443477
10,12,4,0.0095,0.0115,0.0035,307.2131316497539
11,12,4,0.0105,0.0115,0.0035,304.76797842099637
12,12,4,0.0115,0.0115,0.0035,302.98903426991944
13,12,4,0.0125,0.0115,0.0035,301.77623373014785
14,12,4,0.0135,0.0115,0.0035,301.0003489895519
15,12,4,0.0145,0.0115,0.0035,300.53393558679886
16,12,4,0.0155,0.0115,0.0035,300.2701382700273
17,12,4,0.0165,0.0115,0.0035,300.12958910610485
18,12,4,0.0175,0.0115,0.0035,300.05896540114594
19,12,4,0.0185,0.0115,0.0035,300.0254599618702
20,12,4,0.0195,0.0115,0.0035,300.0104363844348
21,12,4,0.0205,0.0115,0.0035,300.00406332724555
22,12,4,0.021500000000000002,0.0115,0.0035,300.0015033578686
23,12,4,0.0225,0.0115,0.0035,300.0005288088467
24,12,4,0.0235,0.0115,0.0035,300.0001769260823
25,12,4,0.0245,0.0115,0.0035,300.0000563293086
26,12,4,0.025500000000000002,0.0115,0.0035,300.0000170729497
27,12,4,0.0265,0.0115,0.0035,300.0000049281566
28,12,4,0.0275,0.0115,0.0035,300.0000013552498
29,12,4,0.0285,0.0115,0.0035,300.0000003551865
30,12,4,0.029500000000000002,0.0115,0.0035,300.000000088743
31,12,4,0.0305,0.0115,0.0035,300.0000000211691
32,12,4,0.0315,0.0115,0.0035,300.00000000514916
1,13,4,0.0005,0.0125,0.0035,338.290345572996
2,13,4,0.0015,0.0125,0.0035,336.59053496670737
3,13,4,0.0025,0.0125,0.0035,334.1427653210197
4,13,4,0.0035,0.0125,0.0035,330.93738230745004
5,13,4,0.0045000000000000005,0.0125,0.0035,327.0805590445555
6,13,4,0.0055,0.0125,0.0035,322.7924377816493
7,13,4,0.006500000000000001,0.0125,0.0035,318.37191996783724
8,13,4,0.0075,0.0125,0.0035,314.1365969676238
9,13,4,0.0085,0.0125,0.0035,310.357884443477
10,13,4,0.0095,0.0125,0.0035,307.2131316497539
11,13,4,0.0105,0.0125,0.0035,304.76797842099637
12,13,4,0.0115,0.0125,0.0035,302.98903426991944
13,13,4,0.0125,0.0125,0.0035,301.77623373014785
14,13,4,0.0135,0.0125,0.0035,301.0003489895519
15,13,4,0.0145,0.0125,0.0035,300.53393558679886
16,13,4,0.0155,0.0125,0.0035,300.2701382700273
17,13,4,0.0165,0.0125,0.0035,300.12958910610485
18,13,4,0.0175,0.0125,0.0035,300.05896540114594
19,13,4,0.0185,0.0125,0.0035,300.0254599618702
20,13,4,0.0195,0.0125,0.0035,300.0104363844348
21,13,4,0.0205,0.0125,0.0035,300.00406332724555
22,13,4,0.021500000000000002,0.0125,0.0035,300.0015033578686
23,13,4,0.0225,0.0125,0.0035,300.0005288088467
24,13,4,0.0235,0.0125,0.0035,300.0001769260823
25,13,4,0.0245,0.0125,0.0035,300.0000563293086
26,13,4,0.025500000000000002,0.0125,0.0035,300.0000170729497
27,13,4,0.0265,0.0125,0.0035,300.0000049281566
28,13,4,0.0275,0.0125,0.0035,300.0000013552498
29,13,4,0.0285,0.0125,0.0035,300.0000003551865
30,13,4,0.029500000000000002,0.0125,0.0035,300.000000088743
31,13,4,0.0305,0.0125,0.0035,300.0000000211691
32,13,4,0.0315,0.0125,0.0035,300.00000000514916
1,14,4,0.0005,0.0135,0.0035,338.290345572996
2,14,4,0.0015,0.0135,0.0035,336.59053496670737
3,14,4,0.0025,0.0135,0.0035,334.1427653210197
4,14,4,0.0035,0.0135,0.0035,330.93738230745004
5,14,4,0.0045000000000000005,0.0135,0.0035,327.0805590445555
6,14,4,0.0055,0.0135,0.0035,322.7924377816493
7,14,4,0.006500000000000001,0.0135,0.0035,318.37191996783724
8,14,4,0.0075,0.0135,0.0035,314.1365969676238
9,14,4,0.0085,0.0135,0.0035,310.357884443477
10,14,4,0.0095,0.0135,0.0035,307.2131316497539
11,14,4,0.0105,0.0135,0.0035,304.76797842099637
12,14,4,0.0115,0.0135,0.0035,302.98903426991944
13,14,4,0.0125,0.0135,0.0035,301.77623373014785
14,14,4,0.0135,0.0135,0.0035,301.0003489895519
15,14,4,0.0145,0.0135,0.0035,300.53393558679886
16,14,4,0.0155,0.0135,0.0035,300.2701382700273
17,14,4,0.0165,0.0135,0.0035,300.12958910610485
18,14,4,0.0175,0.0135,0.0035,300.05896540114594
19,14,4,0.0185,0.0135,0.0035,300.0254599618702
20,14,4,0.0195,0.0135,0.0035,300.0104363844348
21,14,4,0.0205,0.0135,0.0035,300.00406332724555
22,14,4,0.021500000000000002,0.0135,0.0035,300.0015033578686
23,14,4,0.0225,0.0135,0.0035,300.0005288088467
24,14,4,0.0235,0.0135,0.0035,300.0001769260823
25,14,4,0.0245,0.0135,0.0035,300.0000563293086
26,14,4,0.025500000000000002,0.0135,0.0035,300.0000170729497
27,14,4,0.0265,0.0135,0.0035,300.0000049281566
28,14,4,0.0275,0.0135,0.0035,300.0000013552498
29,14,4,0.0285,0.0135,0.0035,300.0000003551865
30,14,4,0.029500000000000002,0.0135,0.0035,300.000000088743
31,14,4,0.0305,0.0135,0.0035,300.0000000211691
32,14,4,0.0315,0.0135,0.0035,300.00000000514916
1,15,4,0.0005,0.0145,0.0035,338.290345572996
2,15,4,0.0015,0.0145,0.0035,336.59053496670737
3,15,4,0.0025,0.0145,0.0035,334.1427653210197
4,15,4,0.0035,0.0145,0.0035,330.93738230745004
5,15,4,0.0045000000000000005,0.0145,0.0035,327.0805590445555
6,15,4,0.0055,0.0145,0.0035,322.7924377816493
7,15,4,0.006500000000000001,0.0145,0.0035,318.37191996783724
8,15,4,0.0075,0.0145,0.0035,314.1365969676238
9,15,4,0.0085,0.0145,0.0035,310.357884443477
10,15,4,0.0095,0.0145,0.0035,307.2131316497539
11,15,4,0.0105,0.0145,0.0035,304.76797842099637
12,15,4,0.0115,0.0145,0.0035,302.98903426991944
13,15,4,0.0125,0.0145,0.0035,301.77623373014785
14,15,4,0.0135,0.0145,0.0035,301.0003489895519
15,15,4,0.0145,0.0145,0.0035,300.53393558679886
16,15,4,0.0155,0.0145,0.0035,300.2701382700273
17,15,4,0.0165,0.0145,0.0035,300.12958910610485
18,15,4,0.0175,0.0145,0.0035,300.05896540114594
19,15,4,0.0185,0.0145,0.0035,300.0254599618702
20,15,4,0.0195,0.0145,0.0035,300.0104363844348
21,15,4,0.0205,0.0145,0.0035,300.00406332724555
22,15,4,0.021500000000000002,0.0145,0.0035,300.0015033578686
23,15,4,0.0225,0.0145,0.0035,300.0005288088467
24,15,4,0.0235,0.0145,0.0035,300.0001769260823
25,15,4,0.0245,0.0145,0.0035,300.0000563293086
26,15,4,0.025500000000000002,0.0145,0.0035,300.0000170729497
27,15,4,0.0265,0.0145,0.0035,300.0000049281566
28,15,4,0.0275,0.0145,0.0035,300.0000013552498
29,15,4,0.0285,0.0145,0.0035,300.0000003551865
30,15,4,0.029500000000000002,0.0145,0.0035,300.000000088743
31,15,4,0.0305,0.0145,0.0035,300.0000000211691
32,15,4,0.0315,0.0145,0.0035,300.00000000514916
1,16,4,0.0005,0.0155,0.0035,338.290345572996
2,16,4,0.0015,0.0155,0.0035,336.59053496670737
3,16,4,0.0025,0.0155,0.0035,334.1427653210197
4,16,4,0.0035,0.0155,0.0035,330.93738230745004
5,16,4,0.0045000000000000005,0.0155,0.0035,327.0805590445555
6,16,4,0.0055,0.0155,0.0035,322.7924377816493
7,16,4,0.006500000000000001,0.0155,0.0035,318.37191996783724
8,16,4,0.0075,0.0155,0.0035,314.1365969676238
9,16,4,0.0085,0.0155,0.0035,310.357884443477
10,16,4,0.0095,0.0155,0.0035,307.2131316497539
11,16,4,0.0105,0.0155,0.0035,304.76797842099637
12,16,4,0.0115,0.0155,0.0035,302.98903426991944
13,16,4,0.0125,0.0155,0.0035,301.77623373014785
14,16,4,0.0135,0.0155,0.0035,301.0003489895519
15,16,4,0.0145,0.0155,0.0035,300.53393558679886
16,16,4,0.0155,0.0155,0.0035,300.2701382700273
17,16,4,0.0165,0.0155,0.0035,300.12958910610485
18,16,4,0.0175,0.0155,0.0035,300.05896540114594
19,16,4,0.0185,0.0155,0.0035,300.0254599618702
20,16,4,0.0195,0.0155,0.0035,300.0104363844348
21,16,4,0.0205,0.0155,0.0035,300.00406332724555
22,16,4,0.021500000000000002,0.0155,0.0035,300.0015033578686
23,16,4,0.0225,0.0155,0.0035,300.0005288088467
24,16,4,0.0235,0.0155,0.0035,300.0001769260823
25,16,4,0.0245,0.0155,0.0035,300.0000563293086
26,16,4,0.025500000000000002,0.0155,0.0035,300.0000170729497
27,16,4,0.0265,0.0155,0.0035,300.0000049281566
28,16,4,0.0275,0.0155,0.0035,300.0000013552498
29,16,4,0.0285,0.0155,0.0035,300.0000003551865
30,16,4,0.029500000000000002,0.0155,0.0035,300.000000088743
31,16,4,0.0305,0.0155,0.0035,300.0000000211691
32,16,4,0.0315,0.0155,0.0035,300.00000000514916
1,1,5,0.0005,0.0005,0.0045000000000000005,338.00082684190903
2,1,5,0.0015,0.0005,0.0045000000000000005,336.09913837530445
3,1,5,0.0025,0.0005,0.0045000000000000005,333.4783607457371
4,1,5,0.0035,0.0005,0.0045000000000000005,330.1639695352081
5,1,5,0.0045000000000000005,0.0005,0.0045000000000000005,326.274990842446
6,1,5,0.0055,0.0005,0.0045000000000000005,322.0256809197557
7,1,5,0.006500000000000001,0.0005,0.0045000000000000005,317.69684920517943
8,1,5,0.0075,0.0005,0.0045000000000000005,313.58283351952304
9,1,5,0.0085,0.0005,0.0045000000000000005,309.93274964303316
10,1,5,0.0095,0.0005,0.0045000000000000005,306.90678776158774
11,1,5,0.0105,0.0005,0.0045000000000000005,304.5603790509224
12,1,5,0.0115,0.0005,0.0045000000000000005,302.85653868554886
13,1,5,0.0125,0.0005,0.0045000000000000005,301.6965026627405
14,1,5,0.0135,0.0005,0.0045000000000000005,300.9550675081406
15,1,5,0.0145,0.0005,0.0045000000000000005,300.50964422361767
16,1,5,0.0155,0.0005,0.0045000000000000005,300.25781956443785
17,1,5,0.0165,0.0005,0.0045000000000000005,300.12367913807736
18,1,5,0.0175,0.0005,0.0045000000000000005,300.0562811548699
19,1,5,0.0185,0.0005,0.0045000000000000005,300.0243049831517
20,1,5,0.0195,0.0005,0.0045000000000000005,300.009965272267
21,1,5,0.0205,0.0005,0.0045000000000000005,300.0038810450221
22,1,5,0.021500000000000002,0.0005,0.0045000000000000005,300.00143641708667
23,1,5,0.0225,0.0005,0.0045000000000000005,300.0005054632172
24,1,5,0.0235,0.0005,0.0045000000000000005,300.00016919010966
25,1,5,0.0245,0.0005,0.0045000000000000005,300.00005389245956
26,1,5,0.025500000000000002,0.0005,0.0045000000000000005,300.0000163429215
27,1,5,0.0265,0.0005,0.0045000000000000005,300.0000047200799
28,1,5,0.0275,0.0005,0.0045000000000000005,300.0000012988032
29,1,5,0.0285,0.0005,0.0045000000000000005,300.00000034060764
30,1,5,0.029500000000000002,0.0005,0.0045000000000000005,300.00000008515696
31,1,5,0.0305,0.0005,0.0045000000000000005,300.0000000203279
32,1,5,0.0315,0.0005,0.0045000000000000005,300.00000000494833
1,2,5,0.0005,0.0015,0.0045000000000000005,338.00082684190903
2,2,5,0.0015,0.0015,0.0045000000000000005,336.09913837530445
3,2,5,0.0025,0.0015,0.0045000000000000005,333.4783607457371
4,2,5,0.0035,0.0015,0.0045000000000000005,330.1639695352081
5,2,5,0.0045000000000000005,0.0015,0.0045000000000000005,326.274990842446
6,2,5,0.0055,0.0015,0.0045000000000000005,322.0256809197557
7,2,5,0.006500000000000001,0.0015,0.0045000000000000005,317.69684920517943
8,2,5,0.0075,0.0015,0.0045000000000000005,313.58283351952304
9,2,5,0.0085,0.0015,0.0045000000000000005,309.93274964303316
10,2,5,0.0095,0.0015,0.0045000000000000005,306.90678776158774
11,2,5,0.0105,0.0015,0.0045000000000000005,304.5603790509224
12,2,5,0.0115,0.0015,0.0045000000000000005,302.85653868554886
13,2,5,0.0125,0.0015,0.0045000000000000005,301.6965026627405
14,2,5,0.0135,0.0015,0.0045000000000000005,300.9550675081406
15,2,5,0.0145,0.0015,0.0045000000000000005,300.50964422361767
16,2,5,0.0155,0.0015,0.0045000000000000005,300.25781956443785
17,2,5,0.0165,0.0015,0.0045000000000000005,300.12367913807736
18,2,5,0.0175,0.0015,0.0045000000000000005,300.0562811548699
19,2,5,0.0185,0.0015,0.0045000000000000005,300.0243049831517
20,2,5,0.0195,0.0015,0.0045000000000000005,300.009965272267
21,2,5,0.0205,0.0015,0.0045000000000000005,300.0038810450221
22,2,5,0.021500000000000002,0.0015,0.0045000000000000005,300.00143641708667
23,2,5,0.0225,0.0015,0.0045000000000000005,300.0005054632172
24,2,5,0.0235,0.0015,0.0045000000000000005,300.00016919010966
25,2,5,0.0245,0.0015,0.0045000000000000005,300.00005389245956
26,2,5,0.025500000000000002,0.0015,0.0045000000000000005,300.0000163429215
27,2,5,0.0265,0.0015,0.0045000000000000005,300.0000047200799
28,2,5,0.0275,0.0015,0.0045000000000000005,300.0000012988032
29,2,5,0.0285,0.0015,0.0045000000000000005,300.00000034060764
30,2,5,0.029500000000000002,0.0015,0.0045000000000000005,300.00000008515696
31,2,5,0.0305,0.0015,0.0045000000000000005,300.0000000203279
32,2,5,0.0315,0.0015,0.0045000000000000005,300.00000000494833
1,3,5,0.0005,0.0025,0.0045000000000000005,338.00082684190903
2,3,5,0.0015,0.0025,0.0045000000000000005,336.09913837530445
3,3,5,0.0025,0.0025,0.0045000000000000005,333.4783607457371
4,3,5,0.0035,0.0025,0.0045000000000000005,330.1639695352081
5,3,5,0.0045000000000000005,0.0025,0.0045000000000000005,326.274990842446
6,3,5,0.0055,0.0025,0.0045000000000000005,322.0256809197557
7,3,5,0.006500000000000001,0.0025,0.0045000000000000005,317.69684920517943
8,3,5,0.0075,0.0025,0.0045000000000000005,313.58283351952304
9,3,5,0.0085,0.0025,0.0045000000000000005,309.93274964303316
10,3,5,0.0095,0.0025,0.0045000000000000005,306.90678776158774
11,3,5,0.0105,0.0025,0.0045000000000000005,304.5603790509224
12,3,5,0.0115,0.0025,0.0045000000000000005,302.85653868554886
13,3,5,0.0125,0.0025,0.0045000000000000005,301.6965026627405
14,3,5,0.0135,0.0025,0.0045000000000000005,300.9550675081406
15,3,5,0.0145,0.0025,0.0045000000000000005,300.50964422361767
16,3,5,0.0155,0.0025,0.0045000000000000005,300.25781956443785
17,3,5,0.0165,0.0025,0.0045000000000000005,300.12367913807736
18,3,5,0.0175,0.0025,0.0045000000000000005,300.0562811548699
19,3,5,0.0185,0.0025,0.0045000000000000005,300.0243049831517
20,3,5,0.0195,0.0025,0.0045000000000000005,300.009965272267
21,3,5,0.0205,0.0025,0.0045000000000000005,300.0038810450221
22,3,5,0.021500000000000002,0.0025,0.0045000000000000005,300.00143641708667
23,3,5,0.0225,0.0025,0.0045000000000000005,300.0005054632172
24,3,5,0.0235,0.0025,0.0045000000000000005,300.00016919010966
25,3,5,0.0245,0.0025,0.0045000000000000005,300.00005389245956
26,3,5,0.025500000000000002,0.0025,0.0045000000000000005,300.0000163429215
27,3,5,0.0265,0.0025,0.0045000000000000005,300.0000047200799
28,3,5,0.0275,0.0025,0.0045000000000000005,300.0000012988032
29,3,5,0.0285,0.0025,0.0045000000000000005,300.00000034060764
30,3,5,0.029500000000000002,0.0025,0.0045000000000000005,300.00000008515696
31,3,5,0.0305,0.0025,0.0045000000000000005,300.0000000203279
32,3,5,0.0315,0.0025,0.0045000000000000005,300.00000000494833
1,4,5,0.0005,0.0035,0.0045000000000000005,338.00082684190903
2,4,5,0.0015,0.0035,0.0045000000000000005,336.09913837530445
3,4,5,0.0025,0.0035,0.0045000000000000005,333.4783607457371
4,4,5,0.0035,0.0035,0.0045000000000000005,330.1639695352081
5,4,5,0.0045000000000000005,0.0035,0.0045000000000000005,326.274990842446
6,4,5,0.0055,0.0035,0.0045000000000000005,322.0256809197557
7,4,5,0.006500000000000001,0.0035,0.0045000000000000005,317.69684920517943
8,4,5,0.0075,0.0035,0.0045000000000000005,313.58283351952304
9,4,5,0.0085,0.0035,0.0045000000000000005,309.93274964303316
10,4,5,0.0095,0.0035,0.0045000000000000005,306.90678776158774
11,4,5,0.0105,0.0035,0.0045000000000000005,304.5603790509224
12,4,5,0.0115,0.0035,0.0045000000000000005,302.85653868554886
13,4,5,0.0125,0.0035,0.0045000000000000005,301.6965026627405
14,4,5,0.0135,0.0035,0.0045000000000000005,300.9550675081406
15,4,5,0.0145,0.0035,0.0045000000000000005,300.50964422361767
16,4,5,0.0155,0.0035,0.0045000000000000005,300.25781956443785
17,4,5,0.0165,0.0035,0.0045000000000000005,300.12367913807736
18,4,5,0.0175,0.0035,0.0045000000000000005,300.0562811548699
19,4,5,0.0185,0.0035,0.0045000000000000005,300.0243049831517
20,4,5,0.0195,0.0035,0.0045000000000000005,300.009965272267
21,4,5,0.0205,0.0035,0.0045000000000000005,300.0038810450221
22,4,5,0.021500000000000002,0.0035,0.0045000000000000005,300.00143641708667
23,4,5,0.0225,0.0035,0.0045000000000000005,300.0005054632172
24,4,5,0.0235,0.0035,0.0045000000000000005,300.00016919010966
25,4,5,0.0245,0.0035,0.0045000000000000005,300.00005389245956
26,4,5,0.025500000000000002,0.0035,0.0045000000000000005,300.0000163429215
27,4,5,0.0265,0.0035,0.0045000000000000005,300.0000047200799
28,4,5,0.0275,0.0035,0.0045000000000000005,300.0000012988032
29,4,5,0.0285,0.0035,0.0045000000000000005,300.00000034060764
30,4,5,0.029500000000000002,0.0035,0.0045000000000000005,300.00000008515696
31,4,5,0.0305,0.0035,0.0045000000000000005,300.0000000203279
32,4,5,0.0315,0.0035,0.0045000000000000005,300.00000000494833
1,5,5,0.0005,0.0045000000000000005,0.0045000000000000005,338.00082684190903
2,5,5,0.0015,0.0045000000000000005,0.0045000000000000005,336.09913837530445
3,5,5,0.0025,0.0045000000000000005,0.0045000000000000005,333.4783607457371
4,5,5,0.0035,0.0045000000000000005,0.0045000000000000005,330.1639695352081
5,5,5,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,326.274990842446
6,5,5,0.0055,0.0045000000000000005,0.0045000000000000005,322.0256809197557
7,5,5,0.006500000000000001,0.0045000000000000005,0.0045000000000000005,317.69684920517943
8,5,5,0.0075,0.0045000000000000005,0.0045000000000000005,313.58283351952304
9,5,5,0.0085,0.0045000000000000005,0.0045000000000000005,309.93274964303316
10,5,5,0.0095,0.0045000000000000005,0.0045000000000000005,306.90678776158774
11,5,5,0.0105,0.0045000000000000005,0.0045000000000000005,304.5603790509224
12,5,5,0.0115,0.0045000000000000005,0.0045000000000000005,302.85653868554886
13,5,5,0.0125,0.0045000000000000005,0.0045000000000000005,301.6965026627405
14,5,5,0.0135,0.0045000000000000005,0.0045000000000000005,300.9550675081406
15,5,5,0.0145,0.0045000000000000005,0.0045000000000000005,300.50964422361767
16,5,5,0.0155,0.0045000000000000005,0.0045000000000000005,300.25781956443785
17,5,5,0.0165,0.0045000000000000005,0.0045000000000000005,300.12367913807736
18,5,5,0.0175,0.0045000000000000005,0.0045000000000000005,300.0562811548699
19,5,5,0.0185,0.0045000000000000005,0.0045000000000000005,300.0243049831517
20,5,5,0.0195,0.0045000000000000005,0.0045000000000000005,300.009965272267
21,5,5,0.0205,0.0045000000000000005,0.0045000000000000005,300.0038810450221
22,5,5,0.021500000000000002,0.0045000000000000005,0.0045000000000000005,300.00143641708667
23,5,5,0.0225,0.0045000000000000005,0.0045000000000000005,300.0005054632172
24,5,5,0.0235,0.0045000000000000005,0.0045000000000000005,300.00016919010966
25,5,5,0.0245,0.0045000000000000005,0.0045000000000000005,300.00005389245956
26,5,5,0.025500000000000002,0.0045000000000000005,0.0045000000000000005,300.0000163429215
27,5,5,0.0265,0.0045000000000000005,0.0045000000000000005,300.0000047200799
28,5,5,0.0275,0.0045000000000000005,0.0045000000000000005,300.0000012988032
29,5,5,0.0285,0.0045000000000000005,0.0045000000000000005,300.00000034060764
30,5,5,0.029500000000000002,0.0045000000000000005,0.0045000000000000005,300.00000008515696
31,5,5,0.0305,0.0045000000000000005,0.0045000000000000005,300.0000000203279
32,5,5,0.0315,0.0045000000000000005,0.0045000000000000005,300.00000000494833
1,6,5,0.0005,0.0055,0.0045000000000000005,338.00082684190903
2,6,5,0.0015,0.0055,0.0045000000000000005,336.09913837530445
3,6,5,0.0025,0.0055,0.0045000000000000005,333.4783607457371
4,6,5,0.0035,0.0055,0.0045000000000000005,330.1639695352081
5,6,5,0.0045000000000000005,0.0055,0.0045000000000000005,326.274990842446
6,6,5,0.0055,0.0055,0.0045000000000000005,322.0256809197557
7,6,5,0.006500000000000001,0.0055,0.0045000000000000005,317.69684920517943
8,6,5,0.0075,0.0055,0.0045000000000000005,313.58283351952304
9,6,5,0.0085,0.0055,0.0045000000000000005,309.93274964303316
10,6,5,0.0095,0.0055,0.0045000000000000005,306.90678776158774
11,6,5,0.0105,0.0055,0.0045000000000000005,304.5603790509224
12,6,5,0.0115,0.0055,0.0045000000000000005,302.85653868554886
13,6,5,0.0125,0.0055,0.0045000000000000005,301.6965026627405
14,6,5,0.0135,0.0055,0.0045000000000000005,300.9550675081406
15,6,5,0.0145,0.0055,0.0045000000000000005,300.50964422361767
16,6,5,0.0155,0.0055,0.0045000000000000005,300.25781956443785
17,6,5,0.0165,0.0055,0.0045000000000000005,300.12367913807736
18,6,5,0.0175,0.0055,0.0045000000000000005,300.0562811548699
19,6,5,0.0185,0.0055,0.0045000000000000005,300.0243049831517
20,6,5,0.0195,0.0055,0.0045000000000000005,300.009965272267
21,6,5,0.0205,0.0055,0.0045000000000000005,300.0038810450221
22,6,5,0.021500000000000002,0.0055,0.0045000000000000005,300.00143641708667
23,6,5,0.0225,0.0055,0.0045000000000000005,300.0005054632172
24,6,5,0.0235,0.0055,0.0045000000000000005,300.00016919010966
25,6,5,0.0245,0.0055,0.0045000000000000005,300.00005389245956
26,6,5,0.025500000000000002,0.0055,0.0045000000000000005,300.0000163429215
27,6,5,0.0265,0.0055,0.0045000000000000005,300.0000047200799
28,6,5,0.0275,0.0055,0.0045000000000000005,300.0000012988032
29,6,5,0.0285,0.0055,0.0045000000000000005,300.00000034060764
30,6,5,0.029500000000000002,0.0055,0.0045000000000000005,300.00000008515696
31,6,5,0.0305,0.0055,0.0045000000000000005,300.0000000203279
32,6,5,0.0315,0.0055,0.0045000000000000005,300.00000000494833
1,7,5,0.0005,0.006500000000000001,0.0045000000000000005,338.00082684190903
